,id,Zone_Name,Region_Name,District_Name,Ward_Name,Establishment_Name,Postal_Address,Street,Year_Started,ISICLev4,ISICLev4_Description,CPC_Code,CPC_Description,Tel_No,Mobile_No,Ownership_Description,Size_Class_Description,Employment,Subsector,Manufacturing_Classification
517,518,Central zone,Dodoma,Mpwapwa ,Kibakwe,ESTER MLULU,,MJINI CHINI,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",783215726,,Private,Micro,2,Manufacturing,Textile and Apparel
518,519,Central zone,Dodoma,Kongwa ,Sejeli,EUDIA AUGUSTINO KAMALA,,CHIMKA,2008.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",765193959,,Public,Micro,2,Manufacturing,Textile and Apparel
519,520,Central zone,Dodoma,Mpwapwa ,Mpwapwa Mjini,EUNICE OBED KAZIMOTO,,IGOVU,2009.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784706987,,Private,Micro,2,Manufacturing,Agro-Processing
520,521,Central zone,Dodoma,Dodoma Mjini,Miyuji,EVA AMOSA KOMBE,3686,MIYUJI PROPER KIBAONI,1990.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),754347789,,Private,Micro,2,Manufacturing,Agro-Processing
521,522,Central zone,Dodoma,Dodoma Mjini,Makole,EVA ANGELIMA ABEL,1761,AREA E,2011.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,76890912,,Private,Micro,2,Manufacturing,Agro-Processing
522,523,Central zone,Dodoma,Dodoma Mjini,Mnadani,EVA GREEN MWAMBEGE,344,MNADANI,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",762244830,,Private,Micro,2,Manufacturing,Textile and Apparel
523,524,Central zone,Dodoma,Dodoma Mjini,Madukani,EVA MLELWA,,BARABARA YA 10,2012.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",757263621,,Private,Micro,2,Manufacturing,Textile and Apparel
524,525,Central zone,Dodoma,Dodoma Mjini,Hazina,EVANCE SHAURI,,MLEZI,2013.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",769168500,,Private,Micro,2,Manufacturing,Wood and Woods Products
525,526,Central zone,Dodoma,Kongwa ,Kibaigwa,EVARINE SOLO TOMPOSON,,KARUME,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,784989819,,Private,Micro,2,Manufacturing,Agro-Processing
526,527,Central zone,Dodoma,Chamwino ,Makang'wa,EVELINA MUSA MASIJITA,,NYERERE A,1995.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",688720212,,Private,Micro,2,Manufacturing,Textile and Apparel
527,528,Central zone,Dodoma,Mpwapwa ,Mpwapwa Mjini,EVOD KESSY,12,ILOLO,2012.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784464076,,Private,Micro,2,Manufacturing,Agro-Processing
528,529,Central zone,Dodoma,Dodoma Mjini,Viwandani,EXAUD ENTERPRISES & GENERAL SUPPLY,2566,SABASABA,2003.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Small,5,Manufacturing,Metal and Metal Products
529,530,Central zone,Dodoma,Kongwa ,Kibaigwa,EXAVERY NYARUZI OIL MILL,,KINANGALI MPAKANI,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,767013757,,Private,Small,5,Manufacturing,Agro-Processing
530,531,Central zone,Dodoma,Dodoma Mjini,Mtumba,EZEKIEL ELIAS MGONTO,,IHUMWA,2014.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
531,532,Central zone,Dodoma,Mpwapwa ,Pwaga,EZEKIEL TITTO KULANGA MILLING MACHINE,12,TANGENI,2005.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
532,533,Central zone,Dodoma,Dodoma Mjini,Viwandani,EZENA KISAMO,33,UHINDINI,2004.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",754681124,,Private,Micro,2,Manufacturing,Textile and Apparel
533,534,Central zone,Dodoma,Mpwapwa ,Luhundwa,FABIAN FRANCIS SHAURI,48,SELUKA,2011.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),682287218,,Private,Micro,2,Manufacturing,Agro-Processing
534,535,Central zone,Dodoma,Mpwapwa ,Kibakwe,FABIAN JOHN MDOWILE MILLS,,CHAMTUMILE,2011.0,1079,Manufacture of other food products n.e.c.,21175,"Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates",,,Private,Micro,2,Manufacturing,Agro-Processing
535,536,Central zone,Dodoma,Mpwapwa ,Kibakwe,FABIAN JOHN MDUWILE MILLS,,CHAMTUMILE,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),785302760,,Private,Micro,2,Manufacturing,Agro-Processing
536,537,Central zone,Dodoma,Chamwino ,Mvumi Makulu,FABIAN KOMBA MILLING MACHINE,14,MAZENGO,2012.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),717194086,,Private,Micro,2,Manufacturing,Agro-Processing
537,538,Central zone,Dodoma,Kongwa ,Songambele,FADHILI MKEMWA,120,IBUMILA,2014.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),682228498,,Private,Micro,2,Manufacturing,Agro-Processing
538,539,Central zone,Dodoma,Dodoma Mjini,Madukani,FAHAD GENERAL WORKS,,TANDALA,1996.0,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",,,Private,Small,10,Manufacturing,Metal and Metal Products
539,540,Central zone,Dodoma,Dodoma Mjini,Madukani,FAHAD OMARY OWEN,646,TANDALA STREET,2011.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Small,10,Manufacturing,Metal and Metal Products
540,541,Central zone,Dodoma,Kondoa ,Chemchem,FARES ISAYA,530,CHEMCHEM,2005.0,2395,"Manufacture of articles of concrete, cement and plaster",37117,"Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",715385361,,Private,Micro,2,Manufacturing,Building and Construction Materials
541,542,Central zone,Dodoma,Kongwa ,Mlali,FATHER MOKOLE,37,VETENARY,2013.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
542,543,Central zone,Dodoma,Kongwa ,Kibaigwa,FATNA SADIK,,KARUME,2012.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",762645145,,Private,Micro,2,Manufacturing,Textile and Apparel
543,544,Central zone,Dodoma,Chemba ,Chandama,FATUMA IDD ILALA,,ISUMI,2000.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
544,545,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,FATUMA MUSTAFA,,CHILEWA,2012.0,1399,Manufacture of other textiles n.e.c.,88219,Other textile manufacturing services n.e.c.,,,Private,Micro,2,Manufacturing,Textile and Apparel
545,546,Central zone,Dodoma,Dodoma Mjini,Madukani,FATUMA SULEIMAN TUTI,121,ONEWAY,2000.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",754028396,,Private,Micro,2,Manufacturing,Textile and Apparel
546,547,Central zone,Dodoma,Dodoma Mjini,Msalato,FAUSTINE CHATANDA,264,CHIWANGA,2009.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
547,548,Central zone,Dodoma,Chemba ,Dalai,FAUZA RAJABU KONDO,82,UWOMBA,2007.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
548,549,Central zone,Dodoma,Mpwapwa ,Kibakwe,FEDRICK PAUL MASIMA,48,MABATINI 'B',2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
549,550,Central zone,Dodoma,Dodoma Mjini,Kikuyu Kusini,FELISTA HENRY KINDOLE,,MAGOROFAM,2010.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",766034493,,Private,Micro,2,Manufacturing,Textile and Apparel
550,551,Central zone,Dodoma,Dodoma Mjini,Makole,FELISTER DONALD,,AREA E,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",763552762,,Private,Micro,2,Manufacturing,Textile and Apparel
551,552,Central zone,Dodoma,Kongwa ,Kongwa,FESTA ANDREW MDOGO,87,MJINI MAGHARIBI B,2009.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",719183815,,Private,Micro,2,Manufacturing,Textile and Apparel
552,553,Central zone,Dodoma,Dodoma Mjini,Ipagala,FESTO JOHN,,SWASAWA,2014.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
553,554,Central zone,Dodoma,Chemba ,Chemba,FESTO JOHN LUCAS,830,MKOMBOZI,2007.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
554,555,Central zone,Dodoma,Kondoa ,Kondoa Mjini,FIDELIS VALERIAN,423,MNARANI,1998.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),787266987,,Private,Micro,2,Manufacturing,Agro-Processing
555,556,Central zone,Dodoma,Mpwapwa ,Kimagai,FIKIRI CHIHIGWA,240,KITUONI,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),714596854,,Private,Micro,2,Manufacturing,Agro-Processing
556,557,Central zone,Dodoma,Chamwino ,Dabalo,FIKIRI KUTONA,1126,LUSINDE,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
557,558,Central zone,Dodoma,Kongwa ,Mlali,FILIP MADEHA KAMILIUS,37,VETENARY,2010.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),753397476,,Private,Micro,2,Manufacturing,Agro-Processing
558,559,Central zone,Dodoma,Dodoma Mjini,Ipagala,FIRIBETI EDWARD,,IPAGALA NORTH,2009.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),755195174,,Private,Micro,2,Manufacturing,Agro-Processing
559,560,Central zone,Dodoma,Dodoma Mjini,Msalato,FLAP SUNFLOWER LTD,2217,CHIWANGA,2009.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,713266957,713266957,Private,Micro,2,Manufacturing,Agro-Processing
560,561,Central zone,Dodoma,Dodoma Mjini,Kilimani,FLORA D. MOLELL (MAMA KULEBA),2605,CHINYOYO,1997.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
561,562,Central zone,Dodoma,Mpwapwa ,Lumuma,FLUGENZE GAITAN LUKWAWILA,297,KIVUKONI,2010.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
562,563,Central zone,Dodoma,Dodoma Mjini,Kizota,FM WORKSHOP,,NKUHUNGU CHAMA,2013.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
563,564,Central zone,Dodoma,Dodoma Mjini,Miyuji,FORMATION HOUSE MILLING MACHINE,922,MNUJI PROPER(ST JOSEPH),2009.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
564,565,Central zone,Dodoma,Mpwapwa ,Mazae,FRANCIS MAGUNO MILLS,,BWAGALA,2014.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
565,566,Central zone,Dodoma,Dodoma Mjini,Mbabala,FRANCK MRISHO MILLING MACHINE,,MHUSU,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),785336776,,Private,Micro,2,Manufacturing,Agro-Processing
566,567,Central zone,Dodoma,Dodoma Mjini,Makutupora,FRANK NDEREMO MILLING MACHINE,,SEKONDARI,2006.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
567,568,Central zone,Dodoma,Chamwino ,Manchali,FRANK PETER SHIRIMA,1048,CAMP A,2002.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),754465078,,Public,Micro,2,Manufacturing,Agro-Processing
568,569,Central zone,Dodoma,Mpwapwa ,Godegode,FRANK REONARD NTUNDU,12,CHANG`OMBE,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),714333304,,Private,Micro,2,Manufacturing,Agro-Processing
569,570,Central zone,Dodoma,Kongwa ,Ugogoni,FRANK SIMON BENEGO,32,MBUYUNI,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),765176826,,Private,Micro,2,Manufacturing,Agro-Processing
570,571,Central zone,Dodoma,Dodoma Mjini,Kikuyu Kaskazini,FRANK TANDA,,KIKUYU,2011.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),765488253,,Private,Micro,2,Manufacturing,Agro-Processing
571,572,Central zone,Dodoma,Kondoa ,Chemchem,FRED GABRIEL NZUNZU,773,CHEMCHEM,2011.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
572,573,Central zone,Dodoma,Chemba ,Dalai,FRED JOHN,88,CHANG'OMBE,2012.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Micro,2,Manufacturing,Agro-Processing
573,574,Central zone,Dodoma,Dodoma Mjini,Viwandani,FRED KABERENGE,,BARUTI,2013.0,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,38701,"Prefabricated buildings, of wood",754564352,,Private,Micro,2,Manufacturing,Wood and Woods Products
574,575,Central zone,Dodoma,Kongwa ,Mlali,FREDRICK EMILY MWINGIRA,57,MNYANGWENI,2010.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),754347563,,Private,Micro,2,Manufacturing,Agro-Processing
575,576,Central zone,Dodoma,Kongwa ,Makawa,FREDRICK MGINA,136,UBENANI,1999.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),787648255,,Private,Micro,2,Manufacturing,Agro-Processing
576,577,Central zone,Dodoma,Chamwino ,Mvumi Makulu,FREDRICK MINJA MILLING MACHINE,14,MAZENGO,2004.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),688480492,,Private,Micro,2,Manufacturing,Agro-Processing
577,578,Central zone,Dodoma,Bahi ,Bahi,FRESH CORNER MILLING,,BAHI MWANACHOGO,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
578,579,Central zone,Dodoma,Chemba ,Chandama,FUNDI HAMISI,,MADUKANI,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
579,580,Central zone,Dodoma,Kondoa ,Kondoa Mjini,FUNDI MAMA CHACHA,,MNARANI SOKONI,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",682295555,,Private,Micro,2,Manufacturing,Textile and Apparel
580,581,Central zone,Dodoma,Dodoma Mjini,Mnadani,FURAHA SUPER SEMBE,3564,KARUME,1994.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784355323,,Private,Micro,2,Manufacturing,Agro-Processing
581,582,Central zone,Dodoma,Dodoma Mjini,Uhuru,GABRIEL AKIBA MMASI,323,BR 8,2007.0,1399,Manufacture of other textiles n.e.c.,88219,Other textile manufacturing services n.e.c.,,,Private,Micro,2,Manufacturing,Textile and Apparel
582,583,Central zone,Dodoma,Mpwapwa ,Berege,GABRIEL MUSSA KARIGE,12,CHISALE 'B',2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
583,584,Central zone,Dodoma,Mpwapwa ,Chunyu,GABRIEL MUSSA KAZIJE,12,KALOLENI,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
584,585,Central zone,Dodoma,Chamwino ,Buigiri,GABRIEL RAPHAEL RWENDELA,1126,UMOJA,2010.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),755766421,,Private,Micro,2,Manufacturing,Agro-Processing
585,586,Central zone,Dodoma,Dodoma Mjini,Mtumba,GALILAYA TAILORING MART,52,IHUMWA,2007.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",755188074,,Private,Small,5,Manufacturing,Textile and Apparel
586,587,Central zone,Dodoma,Chamwino ,Mvumi Mission,GAMALIELI MICHAELI MNYETUMBI,9,CAIRO B,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),786222710,,Private,Micro,2,Manufacturing,Agro-Processing
587,588,Central zone,Dodoma,Mpwapwa ,Chipogoro,GASPER KAPULI,23,JAMHURI,1994.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",764522586,,Private,Micro,2,Manufacturing,Wood and Woods Products
